"xllcorner","yllcorner","cellsize","nrows","ncols","band","units","scale","latitude","longitude","site","product","start","end","complete","modis_date","calendar_date","tile","proc_date","pixel","value"
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021289","2021-10-16","h24v06","2021306182529",1,1105
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021305","2021-11-01","h24v06","2021322012549",1,1016
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021321","2021-11-17","h24v06","2021338161505",1,1137
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021337","2021-12-03","h24v06","2021355015550",1,1112
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021353","2021-12-19","h24v06","2022005000719",1,1015
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2022001","2022-01-01","h24v06","2022018173614",1,1015
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2022017","2022-01-17","h24v06","2022035004300",1,859
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2022033","2022-02-02","h24v06","2022051005115",1,907
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2022049","2022-02-18","h24v06","2022066003433",1,910
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2022065","2022-03-06","h24v06","2022101213342",1,863
